[10.0 ns] clk=0 | rst=1 | inst_addr=0000000000 | inst_in=100110000000000000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=XXXXXXXXXXXXXXXX | done=0
[11250.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[11270.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[11290.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[11310.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[11330.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[11350.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[11370.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[11390.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[11410.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[11430.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[11450.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[11470.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[11490.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[11510.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[11530.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11550.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11570.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11590.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11610.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11630.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11650.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11670.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11690.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11710.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11730.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11750.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11770.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11790.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11810.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11830.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11850.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11870.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11890.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11910.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11930.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11950.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11970.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[11990.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12010.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12030.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12050.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12070.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12090.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12110.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12130.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12150.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12170.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12190.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12210.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12230.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12250.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12270.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12290.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12310.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12330.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12350.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12370.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12390.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12410.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12430.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12450.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12470.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12490.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12510.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12530.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12550.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12570.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12590.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12610.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12630.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12650.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12670.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12690.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12710.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12730.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12750.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12770.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12790.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12810.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12830.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12850.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12870.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12890.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12910.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12930.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12950.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12970.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[12990.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13010.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13030.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13050.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13070.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13090.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13110.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13130.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13150.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13170.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13190.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13210.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[13230.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[13250.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[13270.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[13290.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[13310.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[13330.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[13350.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[13370.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[13390.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[13410.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[13430.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13450.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13470.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13490.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13510.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13530.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13550.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13570.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13590.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13610.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13630.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13650.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13670.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13690.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13710.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13730.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13750.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13770.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13790.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13810.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13830.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13850.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13870.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13890.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13910.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13930.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13950.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13970.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[13990.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[14010.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[14030.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
